distance_km,nominal_speed_kmph,slope_deg,rainfall_mm,risk_score,elevation_m,vehicle_type,nominal_time_mins,actual_time_mins,delay_mins,delay_probability,primary_delay_cause
141.0,20.0,14.5,39.34,0.327,1550,4x4 Hill Freight Carrier,423.0,596.8,173.8,0.288,Standard Mountain Traffic Flow
132.49,30.0,26.5,41.11,0.691,2450,4x4 Hill Freight Carrier,265.0,758.2,493.3,0.545,Active Landslide Clearance / Road Blockage
401.82,51.7,8.5,15.24,0.437,350,Light Disaster Utility (4WD),465.9,669.2,203.4,0.329,Standard Mountain Traffic Flow
84.13,20.0,14.5,10.3,0.134,1550,Refrigerated Medical Van,252.4,276.3,23.9,0.11,Standard Mountain Traffic Flow
40.1,30.0,16.0,22.48,0.487,2100,Refrigerated Medical Van,80.2,124.4,44.1,0.375,Standard Mountain Traffic Flow
56.97,20.0,31.4,48.34,1.0,4170,Refrigerated Medical Van,170.9,559.4,388.5,0.773,Active Landslide Clearance / Road Blockage
80.12,30.0,24.2,15.83,0.655,3200,Refrigerated Medical Van,160.2,292.6,132.4,0.482,Steep Mountain Grade & Hairpin Bends
106.53,34.5,24.2,44.11,0.824,3200,Light Disaster Utility (4WD),185.3,527.8,342.6,0.643,Active Landslide Clearance / Road Blockage
514.66,51.7,18.0,91.17,0.819,1500,Light Disaster Utility (4WD),596.7,1535.0,938.3,0.71,Torrential Rainfall & Reduced Visibility
212.58,51.7,4.2,36.01,0.296,95,Light Disaster Utility (4WD),246.5,334.9,88.4,0.261,Standard Mountain Traffic Flow
229.6,51.7,4.2,95.5,0.546,95,Light Disaster Utility (4WD),266.2,536.4,270.2,0.525,Torrential Rainfall & Reduced Visibility
116.88,34.5,26.5,30.34,0.723,2450,Light Disaster Utility (4WD),203.3,415.7,212.4,0.552,Steep Mountain Grade & Hairpin Bends
233.72,45.0,4.2,8.0,0.197,95,4x4 Hill Freight Carrier,311.6,350.9,39.3,0.15,Standard Mountain Traffic Flow
44.52,30.0,16.0,4.78,0.245,2100,Refrigerated Medical Van,89.0,102.5,13.5,0.179,Standard Mountain Traffic Flow
92.88,20.0,31.4,28.34,0.853,4170,Refrigerated Medical Van,278.6,851.6,573.0,0.64,Active Landslide Clearance / Road Blockage
101.31,23.0,14.5,53.43,0.47,1550,Light Disaster Utility (4WD),264.3,443.6,179.3,0.409,Standard Mountain Traffic Flow
321.95,45.0,8.5,23.86,0.42,350,4x4 Hill Freight Carrier,429.3,624.7,195.4,0.33,Standard Mountain Traffic Flow
429.12,51.7,18.0,26.68,0.627,1500,Light Disaster Utility (4WD),497.5,907.8,410.2,0.479,Standard Mountain Traffic Flow
79.94,33.8,12.8,53.6,0.566,240,Heavy Supply Truck (16T),142.1,289.0,146.9,0.477,Standard Mountain Traffic Flow
85.74,34.5,24.2,8.17,0.564,3200,Light Disaster Utility (4WD),149.1,240.3,91.2,0.407,Steep Mountain Grade & Hairpin Bends
459.96,51.7,18.0,53.6,0.699,1500,Light Disaster Utility (4WD),533.3,1124.3,591.0,0.57,Standard Mountain Traffic Flow
263.92,51.7,4.2,30.82,0.149,95,Light Disaster Utility (4WD),306.0,369.0,63.1,0.151,Standard Mountain Traffic Flow
516.04,51.7,21.0,7.18,0.61,1650,Light Disaster Utility (4WD),598.3,1046.5,448.2,0.438,Active Landslide Clearance / Road Blockage
515.52,51.7,18.0,0.03,0.493,1500,Light Disaster Utility (4WD),597.7,913.0,315.3,0.345,Active Landslide Clearance / Road Blockage
186.32,45.0,4.2,18.33,0.167,95,Refrigerated Medical Van,248.4,287.1,38.7,0.145,Standard Mountain Traffic Flow
56.05,20.0,31.4,15.58,0.786,4170,Refrigerated Medical Van,168.2,419.9,251.7,0.574,Active Landslide Clearance / Road Blockage
83.91,15.0,31.4,25.08,0.773,4170,Heavy Supply Truck (16T),335.6,901.6,565.9,0.579,Active Landslide Clearance / Road Blockage
590.2,33.8,21.0,14.41,0.66,1650,Heavy Supply Truck (16T),1049.2,2065.7,1016.5,0.484,Active Landslide Clearance / Road Blockage
608.94,51.7,21.0,40.47,0.715,1650,Light Disaster Utility (4WD),706.0,1467.1,761.1,0.561,Steep Mountain Grade & Hairpin Bends
132.74,30.0,26.5,41.68,0.764,2450,Refrigerated Medical Van,265.5,643.1,377.7,0.597,Active Landslide Clearance / Road Blockage
411.6,33.8,8.5,14.43,0.287,350,Heavy Supply Truck (16T),731.7,908.6,176.8,0.223,Standard Mountain Traffic Flow
191.94,45.0,22.0,59.43,0.809,1400,4x4 Hill Freight Carrier,255.9,662.7,406.8,0.656,Active Landslide Clearance / Road Blockage
376.36,45.0,8.5,77.01,0.65,350,Refrigerated Medical Van,501.8,1064.4,562.6,0.57,Torrential Rainfall & Reduced Visibility
75.48,15.0,31.4,106.89,1.0,4170,Heavy Supply Truck (16T),301.9,1147.0,845.1,0.86,Active Landslide Clearance / Road Blockage
63.07,45.0,12.8,2.86,0.308,240,Refrigerated Medical Van,84.1,101.4,17.3,0.22,Standard Mountain Traffic Flow
94.23,34.5,24.2,28.38,0.779,3200,Light Disaster Utility (4WD),163.9,354.4,190.5,0.588,Steep Mountain Grade & Hairpin Bends
56.26,30.0,16.0,32.67,0.55,2100,4x4 Hill Freight Carrier,112.5,192.4,79.9,0.434,Standard Mountain Traffic Flow
39.94,34.5,16.0,15.54,0.446,2100,Light Disaster Utility (4WD),69.5,100.8,31.3,0.335,Standard Mountain Traffic Flow
42.79,30.0,16.0,7.66,0.37,2100,Refrigerated Medical Van,85.6,111.7,26.1,0.27,Standard Mountain Traffic Flow
623.2,33.8,21.0,27.95,0.73,1650,Heavy Supply Truck (16T),1107.9,2396.7,1288.8,0.553,Active Landslide Clearance / Road Blockage
160.33,51.7,6.0,25.02,0.259,320,Light Disaster Utility (4WD),185.9,235.3,49.4,0.219,Standard Mountain Traffic Flow
132.07,23.0,14.5,0.7,0.224,1550,Light Disaster Utility (4WD),344.5,383.0,38.4,0.158,Standard Mountain Traffic Flow
230.55,33.8,22.0,41.78,0.857,1400,Heavy Supply Truck (16T),409.9,991.9,582.0,0.662,Steep Mountain Grade & Hairpin Bends
190.59,45.0,4.2,68.69,0.367,95,Refrigerated Medical Van,254.1,448.1,194.0,0.36,Active Landslide Clearance / Road Blockage
100.3,15.0,14.5,16.56,0.203,1550,Heavy Supply Truck (16T),401.2,470.8,69.6,0.167,Standard Mountain Traffic Flow
366.3,45.0,8.5,58.21,0.401,350,Refrigerated Medical Van,488.4,781.7,293.3,0.368,Standard Mountain Traffic Flow
209.28,45.0,22.0,15.76,0.732,1400,Refrigerated Medical Van,279.0,701.1,422.1,0.536,Active Landslide Clearance / Road Blockage
204.95,33.8,6.0,3.87,0.207,320,Heavy Supply Truck (16T),364.4,405.8,41.4,0.151,Standard Mountain Traffic Flow
568.23,33.8,21.0,14.91,0.595,1650,Heavy Supply Truck (16T),1010.2,1719.9,709.7,0.439,Steep Mountain Grade & Hairpin Bends
433.75,33.8,8.5,11.75,0.445,350,Heavy Supply Truck (16T),771.1,1103.8,332.7,0.329,Standard Mountain Traffic Flow
308.01,33.8,8.5,38.05,0.434,350,Heavy Supply Truck (16T),547.6,846.8,299.2,0.361,Standard Mountain Traffic Flow
254.34,45.0,22.0,17.76,0.691,1400,4x4 Hill Freight Carrier,339.1,648.4,309.3,0.511,Steep Mountain Grade & Hairpin Bends
219.82,51.7,6.0,24.7,0.355,320,Light Disaster Utility (4WD),254.9,349.5,94.6,0.285,Standard Mountain Traffic Flow
263.68,51.7,22.0,62.4,0.919,1400,Light Disaster Utility (4WD),305.7,821.2,515.5,0.737,Torrential Rainfall & Reduced Visibility
716.7,45.0,21.0,17.04,0.729,1650,4x4 Hill Freight Carrier,955.6,1902.1,946.5,0.536,Steep Mountain Grade & Hairpin Bends
63.89,45.0,12.8,1.92,0.389,240,4x4 Hill Freight Carrier,85.2,110.9,25.7,0.275,Standard Mountain Traffic Flow
94.91,34.5,24.2,45.04,0.719,3200,Light Disaster Utility (4WD),165.1,491.6,326.6,0.571,Active Landslide Clearance / Road Blockage
624.55,51.7,21.0,38.76,0.879,1650,Light Disaster Utility (4WD),724.1,1782.4,1058.3,0.673,Steep Mountain Grade & Hairpin Bends
139.99,20.0,14.5,15.4,0.24,1550,Refrigerated Medical Van,420.0,503.8,83.8,0.191,Standard Mountain Traffic Flow
190.39,51.7,4.2,0.11,0.103,95,Light Disaster Utility (4WD),220.7,226.7,6.0,0.072,Standard Mountain Traffic Flow
205.22,33.8,4.2,48.93,0.32,95,Heavy Supply Truck (16T),364.8,529.1,164.3,0.297,Standard Mountain Traffic Flow
49.77,30.0,16.0,9.43,0.383,2100,Refrigerated Medical Van,99.5,132.5,33.0,0.282,Standard Mountain Traffic Flow
81.41,20.0,31.4,28.27,0.876,4170,4x4 Hill Freight Carrier,244.2,665.0,420.8,0.656,Active Landslide Clearance / Road Blockage
111.82,34.5,24.2,6.72,0.606,3200,Light Disaster Utility (4WD),194.5,327.4,132.9,0.434,Steep Mountain Grade & Hairpin Bends
34.01,30.0,16.0,39.54,0.506,2100,Refrigerated Medical Van,68.0,113.4,45.4,0.414,Standard Mountain Traffic Flow
694.11,45.0,21.0,47.16,0.77,1650,4x4 Hill Freight Carrier,925.5,2242.4,1316.9,0.61,Active Landslide Clearance / Road Blockage
106.35,30.0,26.5,35.85,0.642,2450,4x4 Hill Freight Carrier,212.7,404.2,191.5,0.503,Steep Mountain Grade & Hairpin Bends
67.16,33.8,12.8,3.65,0.4,240,Heavy Supply Truck (16T),119.4,158.4,39.0,0.286,Standard Mountain Traffic Flow
224.12,45.0,4.2,5.06,0.186,95,4x4 Hill Freight Carrier,298.8,329.5,30.7,0.138,Standard Mountain Traffic Flow
316.03,45.0,8.5,14.99,0.294,350,Refrigerated Medical Van,421.4,527.2,105.8,0.228,Standard Mountain Traffic Flow
73.64,45.0,12.8,30.5,0.434,240,Refrigerated Medical Van,98.2,148.2,50.0,0.35,Standard Mountain Traffic Flow
50.22,30.0,16.0,7.68,0.352,2100,4x4 Hill Freight Carrier,100.4,153.0,52.6,0.258,Standard Mountain Traffic Flow
98.61,34.5,26.5,0.21,0.612,2450,Light Disaster Utility (4WD),171.5,285.2,113.7,0.429,Steep Mountain Grade & Hairpin Bends
53.64,30.0,16.0,9.39,0.393,2100,4x4 Hill Freight Carrier,107.3,144.2,37.0,0.289,Standard Mountain Traffic Flow
202.2,45.0,4.2,101.17,0.58,95,4x4 Hill Freight Carrier,269.6,567.9,298.3,0.558,Torrential Rainfall & Reduced Visibility
208.45,33.8,22.0,38.32,0.764,1400,Heavy Supply Truck (16T),370.6,807.0,436.5,0.592,Steep Mountain Grade & Hairpin Bends
112.77,15.0,14.5,12.93,0.267,1550,Heavy Supply Truck (16T),451.1,547.4,96.4,0.207,Standard Mountain Traffic Flow
288.17,45.0,22.0,29.22,0.843,1400,4x4 Hill Freight Carrier,384.2,983.0,598.7,0.634,Active Landslide Clearance / Road Blockage
285.42,51.7,22.0,60.16,0.884,1400,Light Disaster Utility (4WD),330.9,1071.0,740.1,0.709,Active Landslide Clearance / Road Blockage
56.64,34.5,16.0,15.73,0.441,2100,Light Disaster Utility (4WD),98.5,142.3,43.8,0.332,Standard Mountain Traffic Flow
67.34,33.8,12.8,5.27,0.379,240,Heavy Supply Truck (16T),119.7,156.3,36.6,0.273,Standard Mountain Traffic Flow
475.62,33.8,8.5,36.52,0.464,350,Heavy Supply Truck (16T),845.5,1384.5,539.0,0.379,Active Landslide Clearance / Road Blockage
42.18,22.5,16.0,20.18,0.497,2100,Heavy Supply Truck (16T),112.5,174.9,62.5,0.378,Standard Mountain Traffic Flow
473.74,45.0,21.0,19.14,0.64,1650,Refrigerated Medical Van,631.7,1144.6,513.0,0.477,Steep Mountain Grade & Hairpin Bends
71.28,34.5,24.2,7.84,0.589,3200,Light Disaster Utility (4WD),124.0,223.8,99.9,0.424,Steep Mountain Grade & Hairpin Bends
77.97,45.0,12.8,22.68,0.48,240,Refrigerated Medical Van,104.0,160.2,56.2,0.37,Standard Mountain Traffic Flow
396.74,33.8,8.5,76.48,0.469,350,Heavy Supply Truck (16T),705.3,1263.9,558.6,0.443,Torrential Rainfall & Reduced Visibility
164.67,33.8,4.2,10.51,0.159,95,Heavy Supply Truck (16T),292.7,325.2,32.5,0.127,Standard Mountain Traffic Flow
79.95,23.0,14.5,4.79,0.211,1550,Light Disaster Utility (4WD),208.6,233.8,25.2,0.155,Standard Mountain Traffic Flow
80.21,15.0,14.5,137.93,0.751,1550,Heavy Supply Truck (16T),320.8,1087.6,766.7,0.732,Active Landslide Clearance / Road Blockage
75.63,15.0,31.4,1.01,0.714,4170,Heavy Supply Truck (16T),302.5,629.1,326.5,0.501,Active Landslide Clearance / Road Blockage
176.25,45.0,6.0,15.63,0.223,320,Refrigerated Medical Van,235.0,278.7,43.7,0.18,Standard Mountain Traffic Flow
61.06,22.5,16.0,22.95,0.575,2100,Heavy Supply Truck (16T),162.8,277.6,114.8,0.437,Standard Mountain Traffic Flow
125.99,23.0,14.5,68.04,0.431,1550,Light Disaster Utility (4WD),328.7,576.1,247.4,0.404,Torrential Rainfall & Reduced Visibility
55.66,20.0,31.4,21.56,0.779,4170,Refrigerated Medical Van,167.0,463.1,296.1,0.578,Active Landslide Clearance / Road Blockage
46.04,30.0,16.0,121.35,0.873,2100,4x4 Hill Freight Carrier,92.1,327.5,235.4,0.793,Active Landslide Clearance / Road Blockage
98.2,30.0,26.5,22.49,0.61,2450,4x4 Hill Freight Carrier,196.4,405.0,208.6,0.46,Active Landslide Clearance / Road Blockage
230.88,33.8,22.0,2.01,0.606,1400,Heavy Supply Truck (16T),410.5,706.6,296.1,0.427,Steep Mountain Grade & Hairpin Bends
51.77,30.0,16.0,2.09,0.372,2100,Refrigerated Medical Van,103.5,132.6,29.0,0.264,Standard Mountain Traffic Flow
110.28,20.0,14.5,28.21,0.277,1550,4x4 Hill Freight Carrier,330.8,430.0,99.1,0.236,Standard Mountain Traffic Flow
146.01,20.0,14.5,13.72,0.232,1550,4x4 Hill Freight Carrier,438.0,518.7,80.7,0.183,Standard Mountain Traffic Flow
129.12,30.0,26.5,11.82,0.509,2450,4x4 Hill Freight Carrier,258.2,395.9,137.7,0.374,Steep Mountain Grade & Hairpin Bends
161.17,45.0,6.0,0.66,0.196,320,4x4 Hill Freight Carrier,214.9,233.9,19.0,0.138,Standard Mountain Traffic Flow
82.06,22.5,24.2,66.08,0.843,3200,Heavy Supply Truck (16T),218.8,548.7,329.9,0.689,Torrential Rainfall & Reduced Visibility
216.06,51.7,4.2,66.83,0.409,95,Light Disaster Utility (4WD),250.5,461.0,210.5,0.387,Active Landslide Clearance / Road Blockage
88.6,20.0,14.5,60.71,0.401,1550,Refrigerated Medical Van,265.8,428.8,163.0,0.372,Torrential Rainfall & Reduced Visibility
72.43,20.0,31.4,57.02,0.856,4170,Refrigerated Medical Van,217.3,768.6,551.3,0.685,Active Landslide Clearance / Road Blockage
258.23,45.0,4.2,0.24,0.127,95,Refrigerated Medical Van,344.3,358.1,13.7,0.089,Standard Mountain Traffic Flow
202.2,51.7,4.2,27.84,0.145,95,Light Disaster Utility (4WD),234.4,278.6,44.2,0.143,Standard Mountain Traffic Flow
202.14,45.0,4.2,81.71,0.407,95,4x4 Hill Freight Carrier,269.5,465.0,195.5,0.407,Torrential Rainfall & Reduced Visibility
257.12,51.7,4.2,2.4,0.083,95,Light Disaster Utility (4WD),298.1,307.1,9.0,0.062,Standard Mountain Traffic Flow
423.21,45.0,18.0,34.35,0.755,1500,4x4 Hill Freight Carrier,564.3,1283.7,719.4,0.58,Active Landslide Clearance / Road Blockage
248.64,45.0,4.2,4.53,0.141,95,Refrigerated Medical Van,331.5,354.6,23.1,0.105,Standard Mountain Traffic Flow
45.38,22.5,16.0,2.35,0.488,2100,Heavy Supply Truck (16T),121.0,175.7,54.7,0.345,Standard Mountain Traffic Flow
78.78,33.8,12.8,40.34,0.538,240,Heavy Supply Truck (16T),140.1,241.6,101.6,0.437,Standard Mountain Traffic Flow
253.44,51.7,22.0,80.92,1.0,1400,Light Disaster Utility (4WD),293.8,882.9,589.0,0.821,Torrential Rainfall & Reduced Visibility
389.53,51.7,8.5,15.83,0.296,350,Light Disaster Utility (4WD),451.6,568.0,116.4,0.231,Standard Mountain Traffic Flow
133.15,22.5,26.5,6.14,0.69,2450,Heavy Supply Truck (16T),355.1,878.8,523.8,0.492,Active Landslide Clearance / Road Blockage
305.03,45.0,22.0,21.32,0.756,1400,Refrigerated Medical Van,406.7,1014.2,607.5,0.562,Active Landslide Clearance / Road Blockage
166.77,45.0,6.0,18.94,0.311,320,Refrigerated Medical Van,222.4,286.8,64.5,0.246,Standard Mountain Traffic Flow
464.15,33.8,18.0,24.77,0.507,1500,Heavy Supply Truck (16T),825.2,1316.5,491.3,0.392,Standard Mountain Traffic Flow
807.54,45.0,21.0,18.25,0.719,1650,4x4 Hill Freight Carrier,1076.7,2267.1,1190.4,0.531,Active Landslide Clearance / Road Blockage
447.96,45.0,8.5,23.7,0.408,350,4x4 Hill Freight Carrier,597.3,858.6,261.3,0.321,Standard Mountain Traffic Flow
104.46,30.0,26.5,3.42,0.668,2450,4x4 Hill Freight Carrier,208.9,374.2,165.2,0.473,Steep Mountain Grade & Hairpin Bends
780.25,33.8,21.0,8.7,0.601,1650,Heavy Supply Truck (16T),1387.1,2334.9,947.8,0.434,Steep Mountain Grade & Hairpin Bends
65.02,15.0,31.4,5.02,0.746,4170,Heavy Supply Truck (16T),260.1,681.9,421.9,0.53,Active Landslide Clearance / Road Blockage
76.38,20.0,31.4,24.19,0.819,4170,4x4 Hill Freight Carrier,229.1,512.8,283.7,0.61,Steep Mountain Grade & Hairpin Bends
53.44,20.0,31.4,39.22,0.96,4170,Refrigerated Medical Van,160.3,430.0,269.7,0.731,Steep Mountain Grade & Hairpin Bends
307.27,45.0,22.0,45.97,0.886,1400,Refrigerated Medical Van,409.7,1031.3,621.6,0.689,Steep Mountain Grade & Hairpin Bends
129.28,30.0,26.5,78.59,0.896,2450,Refrigerated Medical Van,258.6,765.7,507.1,0.745,Active Landslide Clearance / Road Blockage
173.82,45.0,6.0,46.48,0.414,320,4x4 Hill Freight Carrier,231.8,361.4,129.7,0.36,Standard Mountain Traffic Flow
145.85,51.7,4.2,1.76,0.134,95,Light Disaster Utility (4WD),169.1,177.8,8.7,0.096,Standard Mountain Traffic Flow
178.38,33.8,6.0,13.81,0.263,320,Heavy Supply Truck (16T),317.1,384.9,67.8,0.205,Standard Mountain Traffic Flow
36.71,30.0,16.0,39.53,0.48,2100,4x4 Hill Freight Carrier,73.4,163.7,90.3,0.396,Active Landslide Clearance / Road Blockage
184.65,33.8,6.0,13.5,0.23,320,Heavy Supply Truck (16T),328.3,387.7,59.4,0.181,Standard Mountain Traffic Flow
52.46,30.0,16.0,9.49,0.386,2100,4x4 Hill Freight Carrier,104.9,140.2,35.2,0.284,Standard Mountain Traffic Flow
162.19,51.7,4.2,45.76,0.338,95,Light Disaster Utility (4WD),188.0,273.7,85.7,0.305,Standard Mountain Traffic Flow
278.54,45.0,22.0,6.05,0.64,1400,Refrigerated Medical Van,371.4,693.0,321.6,0.457,Active Landslide Clearance / Road Blockage
305.98,51.7,18.0,21.22,0.66,1500,Light Disaster Utility (4WD),354.8,710.0,355.2,0.494,Active Landslide Clearance / Road Blockage
45.11,34.5,16.0,2.33,0.261,2100,Light Disaster Utility (4WD),78.5,90.6,12.1,0.186,Standard Mountain Traffic Flow
383.32,45.0,18.0,1.39,0.485,1500,Refrigerated Medical Van,511.1,736.9,225.8,0.342,Standard Mountain Traffic Flow
56.87,45.0,12.8,42.38,0.59,240,Refrigerated Medical Van,75.8,138.9,63.0,0.477,Standard Mountain Traffic Flow
338.76,45.0,8.5,16.51,0.303,350,Refrigerated Medical Van,451.7,573.2,121.5,0.237,Standard Mountain Traffic Flow
93.19,30.0,24.2,90.28,1.0,3200,4x4 Hill Freight Carrier,186.4,806.7,620.3,0.835,Active Landslide Clearance / Road Blockage
244.87,51.7,22.0,18.94,0.732,1400,Light Disaster Utility (4WD),283.9,570.1,286.2,0.541,Steep Mountain Grade & Hairpin Bends
193.98,45.0,6.0,24.33,0.362,320,Refrigerated Medical Van,258.6,356.7,98.1,0.29,Standard Mountain Traffic Flow
81.99,15.0,31.4,20.61,0.819,4170,Heavy Supply Truck (16T),328.0,727.8,399.8,0.604,Steep Mountain Grade & Hairpin Bends
110.08,15.0,14.5,30.62,0.202,1550,Heavy Supply Truck (16T),440.3,547.5,107.2,0.188,Standard Mountain Traffic Flow
259.65,45.0,8.5,5.74,0.198,350,4x4 Hill Freight Carrier,346.2,386.2,40.0,0.147,Standard Mountain Traffic Flow
61.67,45.0,12.8,51.89,0.567,240,4x4 Hill Freight Carrier,82.2,150.9,68.7,0.475,Standard Mountain Traffic Flow
56.24,33.8,12.8,3.32,0.274,240,Heavy Supply Truck (16T),100.0,117.2,17.2,0.197,Standard Mountain Traffic Flow
470.66,45.0,8.5,57.86,0.522,350,Refrigerated Medical Van,627.5,1151.2,523.6,0.452,Active Landslide Clearance / Road Blockage
116.72,30.0,24.2,10.8,0.643,3200,Refrigerated Medical Van,233.4,414.9,181.4,0.467,Steep Mountain Grade & Hairpin Bends
309.48,33.8,8.5,25.17,0.36,350,Heavy Supply Truck (16T),550.2,759.3,209.1,0.29,Standard Mountain Traffic Flow
414.91,45.0,8.5,1.9,0.31,350,4x4 Hill Freight Carrier,553.2,666.2,112.9,0.22,Standard Mountain Traffic Flow
141.44,20.0,14.5,2.54,0.189,1550,4x4 Hill Freight Carrier,424.3,463.6,39.3,0.136,Standard Mountain Traffic Flow
106.91,30.0,26.5,108.7,1.0,2450,4x4 Hill Freight Carrier,213.8,672.2,458.3,0.863,Torrential Rainfall & Reduced Visibility
62.72,30.0,16.0,31.51,0.507,2100,Refrigerated Medical Van,125.4,204.3,78.8,0.402,Standard Mountain Traffic Flow
112.36,22.5,26.5,21.67,0.613,2450,Heavy Supply Truck (16T),299.6,530.5,230.9,0.461,Steep Mountain Grade & Hairpin Bends
93.49,30.0,24.2,0.57,0.673,3200,4x4 Hill Freight Carrier,187.0,334.2,147.2,0.472,Steep Mountain Grade & Hairpin Bends
281.87,45.0,8.5,25.34,0.432,350,4x4 Hill Freight Carrier,375.8,556.1,180.2,0.34,Standard Mountain Traffic Flow
64.68,45.0,12.8,34.41,0.499,240,4x4 Hill Freight Carrier,86.2,140.5,54.3,0.401,Standard Mountain Traffic Flow
343.8,45.0,18.0,21.22,0.569,1500,4x4 Hill Freight Carrier,458.4,772.6,314.2,0.43,Standard Mountain Traffic Flow
724.32,45.0,21.0,36.69,0.758,1650,4x4 Hill Freight Carrier,965.8,2315.8,1350.1,0.586,Active Landslide Clearance / Road Blockage
313.86,51.7,18.0,57.5,0.702,1500,Light Disaster Utility (4WD),363.9,776.5,412.6,0.578,Standard Mountain Traffic Flow
80.09,15.0,31.4,44.62,0.849,4170,Heavy Supply Truck (16T),320.4,773.8,453.5,0.661,Steep Mountain Grade & Hairpin Bends
140.55,20.0,14.5,13.38,0.183,1550,Refrigerated Medical Van,421.7,481.6,59.9,0.148,Standard Mountain Traffic Flow
82.72,23.0,14.5,27.53,0.303,1550,Light Disaster Utility (4WD),215.8,285.8,70.0,0.254,Standard Mountain Traffic Flow
268.58,51.7,22.0,62.32,0.883,1400,Light Disaster Utility (4WD),311.4,1004.5,693.1,0.711,Active Landslide Clearance / Road Blockage
474.38,45.0,21.0,14.39,0.636,1650,Refrigerated Medical Van,632.5,1185.0,552.5,0.467,Active Landslide Clearance / Road Blockage
81.53,20.0,31.4,0.47,0.793,4170,Refrigerated Medical Van,244.6,719.7,475.1,0.556,Active Landslide Clearance / Road Blockage
470.1,33.8,21.0,4.54,0.65,1650,Heavy Supply Truck (16T),835.7,1509.4,673.7,0.462,Active Landslide Clearance / Road Blockage
98.23,20.0,14.5,12.98,0.252,1550,4x4 Hill Freight Carrier,294.7,353.4,58.7,0.196,Standard Mountain Traffic Flow
99.84,34.5,26.5,11.87,0.657,2450,Light Disaster Utility (4WD),173.6,314.5,140.8,0.478,Steep Mountain Grade & Hairpin Bends
60.07,34.5,16.0,11.01,0.354,2100,Light Disaster Utility (4WD),104.5,136.0,31.5,0.264,Standard Mountain Traffic Flow
144.26,51.7,6.0,54.71,0.448,320,Light Disaster Utility (4WD),167.3,276.2,108.9,0.396,Standard Mountain Traffic Flow
38.47,30.0,16.0,4.67,0.404,2100,4x4 Hill Freight Carrier,76.9,102.8,25.9,0.29,Standard Mountain Traffic Flow
63.67,45.0,12.8,28.59,0.588,240,4x4 Hill Freight Carrier,84.9,149.3,64.4,0.455,Standard Mountain Traffic Flow
57.43,20.0,31.4,19.6,0.774,4170,4x4 Hill Freight Carrier,172.3,362.8,190.5,0.571,Steep Mountain Grade & Hairpin Bends
68.08,45.0,12.8,17.01,0.392,240,4x4 Hill Freight Carrier,90.8,155.4,64.6,0.3,Active Landslide Clearance / Road Blockage
97.2,30.0,26.5,15.87,0.739,2450,Refrigerated Medical Van,194.4,390.5,196.1,0.541,Steep Mountain Grade & Hairpin Bends
145.28,33.8,4.2,33.13,0.232,95,Heavy Supply Truck (16T),258.3,330.8,72.5,0.212,Standard Mountain Traffic Flow
266.31,45.0,8.5,129.77,0.849,350,Refrigerated Medical Van,355.1,1104.7,749.6,0.789,Active Landslide Clearance / Road Blockage
137.74,51.7,6.0,13.85,0.231,320,Light Disaster Utility (4WD),159.7,189.0,29.3,0.182,Standard Mountain Traffic Flow
50.5,34.5,16.0,16.11,0.496,2100,Light Disaster Utility (4WD),87.8,134.6,46.8,0.371,Standard Mountain Traffic Flow
47.65,51.7,12.8,12.03,0.435,240,Light Disaster Utility (4WD),55.2,98.7,43.5,0.323,Standard Mountain Traffic Flow
493.74,45.0,21.0,30.71,0.797,1650,Refrigerated Medical Van,658.3,1459.7,801.4,0.604,Steep Mountain Grade & Hairpin Bends
243.75,51.7,4.2,12.9,0.113,95,Light Disaster Utility (4WD),282.6,309.7,27.1,0.098,Standard Mountain Traffic Flow
63.11,15.0,31.4,0.61,0.74,4170,Heavy Supply Truck (16T),252.5,487.9,235.4,0.519,Steep Mountain Grade & Hairpin Bends
131.1,20.0,14.5,15.38,0.271,1550,4x4 Hill Freight Carrier,393.3,483.4,90.1,0.212,Standard Mountain Traffic Flow
745.27,51.7,21.0,10.09,0.684,1650,Light Disaster Utility (4WD),864.1,1606.3,742.2,0.494,Steep Mountain Grade & Hairpin Bends
39.04,22.5,16.0,107.17,0.849,2100,Heavy Supply Truck (16T),104.1,331.4,227.3,0.755,Active Landslide Clearance / Road Blockage
565.99,45.0,21.0,40.74,0.789,1650,Refrigerated Medical Van,754.6,1756.6,1001.9,0.613,Active Landslide Clearance / Road Blockage
185.56,51.7,6.0,16.81,0.257,320,Light Disaster Utility (4WD),215.1,263.1,47.9,0.205,Standard Mountain Traffic Flow
670.72,51.7,21.0,8.33,0.617,1650,Light Disaster Utility (4WD),777.6,1331.1,553.4,0.444,Steep Mountain Grade & Hairpin Bends
154.12,33.8,6.0,68.55,0.377,320,Heavy Supply Truck (16T),274.0,443.8,169.8,0.367,Torrential Rainfall & Reduced Visibility
81.02,20.0,31.4,72.11,0.973,4170,Refrigerated Medical Van,243.0,700.8,457.7,0.789,Torrential Rainfall & Reduced Visibility
126.72,45.0,6.0,17.84,0.212,320,Refrigerated Medical Van,169.0,200.7,31.7,0.175,Standard Mountain Traffic Flow
131.39,20.0,14.5,106.71,0.655,1550,Refrigerated Medical Van,394.2,899.0,504.8,0.619,Torrential Rainfall & Reduced Visibility
78.86,33.8,12.8,9.28,0.315,240,Heavy Supply Truck (16T),140.2,174.8,34.6,0.234,Standard Mountain Traffic Flow
