road_id,length_km,slope_deg,elevation_m,rainfall_24h_mm,rainfall_7d_accum_mm,temp_c,soil_saturation,river_proximity_km,hist_disruptions,satellite_water_proxy,landslide_risk,flood_risk,overall_risk,is_disrupted
RD-GHY-GTK-12,540.0,25.857826944502598,1578.6582952751746,5.98,22.03,28.7,0.373,0.31,9,0.275,0.8927,0.8422,0.9315,1
RD-GHY-SHL-07,98.0,15.28816862806576,1537.8106841283093,81.99,334.73,5.4,1.0,2.83,4,0.443,0.9164,0.7033,0.8936,1
RD-SELA-TWG-06,78.0,23.427538062193406,3203.396521671301,16.48,53.68,12.6,0.229,1.57,6,0.174,0.774,0.4813,0.7758,1
RD-GHY-NAG-10,345.0,18.902149982407295,1459.8868296508156,34.87,95.01,12.0,0.367,0.95,6,0.301,0.8214,0.673,0.8331,1
RD-GHY-TEZ-01,178.0,6.090059458587919,75.61638291690494,4.74,12.34,13.9,0.091,1.07,3,0.149,0.3922,0.7162,0.6629,1
RD-GHY-GTK-12,540.0,19.571337196476996,1705.6555880134797,20.75,81.21,33.0,0.571,0.19,8,0.386,0.8887,0.9485,0.9927,1
RD-TEZ-ITA-11,155.0,6.865635536714888,297.198535488262,179.91,747.3,6.3,1.0,1.03,2,0.97,0.9026,0.9894,0.997,1
RD-BHK-BMD-03,96.0,26.767603211314455,2413.0715631740118,86.29,402.38,18.3,1.0,0.58,6,0.587,0.9725,0.9088,1.0,1
RD-SHL-SIL-08,215.0,27.4276867039206,1407.795765266049,6.72,18.85,24.8,0.113,0.69,7,0.2,0.8292,0.7324,0.8609,1
RD-BHK-BMD-03,96.0,23.324920752809913,2469.6901471681253,190.56,479.39,18.8,1.0,0.41,7,1.0,0.9673,0.9795,1.0,1
RD-GHY-GTK-12,540.0,23.05275698697724,1729.0226121352123,107.84,272.61,16.8,1.0,0.33,8,0.744,0.9273,1.0,1.0,1
RD-TEZ-ITA-11,155.0,9.146895952556125,349.5765925595513,178.55,685.92,10.0,1.0,1.61,3,0.928,0.9864,1.0,1.0,1
RD-GHY-GTK-12,540.0,23.550351309148446,1598.8951184532568,6.46,16.48,31.9,0.355,0.23,8,0.306,0.8911,0.8728,0.9341,1
RD-TEZ-BHK-02,54.0,13.754034478002541,269.55392382531704,39.12,159.43,31.9,0.831,0.08,4,0.528,0.7797,0.9687,0.9717,1
RD-BHK-BMD-03,96.0,32.888849940602235,2435.573945998205,34.24,167.6,28.3,0.859,0.37,8,0.389,0.9368,0.8322,0.9712,1
RD-GHY-SHL-07,98.0,17.97337721087244,1484.8828175983363,7.27,29.67,16.1,0.149,3.08,4,0.09,0.5991,0.3106,0.5552,0
RD-BHK-BMD-03,96.0,29.597042860501794,2372.730422140002,4.25,17.88,7.6,0.36,0.36,7,0.253,0.875,0.7569,0.9011,1
RD-TEZ-BHK-02,54.0,13.200010126789987,168.14061544007222,6.59,30.97,19.0,0.403,0.1,5,0.364,0.6388,0.9526,0.936,1
RD-SHL-SIL-08,215.0,19.19336381707685,1412.6691864096,235.12,949.94,19.0,1.0,0.37,10,1.0,0.9746,0.9146,1.0,1
RD-GHY-TEZ-01,178.0,4.650613136509021,155.0213968590325,116.74,325.39,11.9,1.0,0.89,1,0.689,0.8411,0.989,0.9774,1
RD-GHY-ITA-09,320.0,8.824036179853545,286.149242468975,64.01,282.27,26.9,0.991,1.12,2,0.422,0.7604,0.8794,0.8758,1
RD-GHY-NAG-10,345.0,20.09769343548594,1549.8570708074255,53.24,182.79,7.4,0.659,1.23,7,0.364,0.8866,0.7257,0.9022,1
RD-BHK-BMD-03,96.0,28.545810536415694,2481.6174186758935,6.42,26.71,30.2,0.139,0.55,6,0.221,0.8318,0.5958,0.8394,1
RD-GHY-SHL-07,98.0,14.870974801794594,1514.040877664988,203.61,747.59,13.1,1.0,3.06,4,1.0,0.9617,0.9833,0.9957,1
RD-TEZ-BHK-02,54.0,20.177693615652842,281.7841308336115,306.76,1223.5,22.2,1.0,0.05,4,1.0,1.0,1.0,1.0,1
RD-SHL-SIL-08,215.0,19.771618071592815,1421.4323574231516,66.5,166.25,8.1,0.604,0.69,6,0.478,0.9313,0.8622,0.977,1
RD-GHY-NAG-10,345.0,19.238697786263568,1459.3147420116063,12.82,63.62,10.8,0.262,1.06,8,0.188,0.813,0.4935,0.8032,1
RD-TEZ-ITA-11,155.0,5.648160064933302,318.0701007358702,34.38,88.37,16.3,0.345,1.62,1,0.255,0.5114,0.6609,0.6345,0
RD-GHY-GTK-12,540.0,23.1259802018262,1694.7491561344857,3.95,12.73,18.1,0.342,0.05,8,0.382,0.8319,0.9794,1.0,1
RD-TEZ-ITA-11,155.0,2.6256023958778547,357.735961964273,44.82,115.34,18.9,0.434,1.18,1,0.328,0.5586,0.7584,0.7302,1
RD-SHL-SIL-08,215.0,25.050625000565656,1399.577827572877,58.87,179.09,14.7,0.897,0.31,7,0.522,0.9263,0.9442,0.9987,1
RD-TEZ-ITA-11,155.0,1.0,259.02375916829135,63.48,237.05,24.7,0.84,1.49,1,0.397,0.6763,0.8664,0.8464,1
RD-TEZ-ITA-11,155.0,1.8609627241277344,355.0099018690382,41.8,139.93,27.6,0.516,0.99,1,0.33,0.5696,0.7608,0.7337,1
RD-SELA-TWG-06,78.0,29.22299844713738,3180.4825108514374,276.65,729.11,8.3,1.0,1.9,8,1.0,0.9769,0.9493,1.0,1
RD-TEZ-BHK-02,54.0,14.572109715413587,179.9675495094075,205.86,963.06,4.9,1.0,0.26,4,1.0,0.9753,0.9812,1.0,1
RD-SHL-SIL-08,215.0,24.40125154990658,1411.1242606638173,3.7,10.31,17.9,0.084,0.66,7,0.189,0.8195,0.7479,0.8535,1
RD-GHY-ITA-09,320.0,10.85526730225978,432.8604500940992,121.14,414.82,17.4,1.0,1.12,2,0.689,0.9298,0.9393,0.9574,1
RD-GHY-NAG-10,345.0,22.25092824508079,1417.8335677831378,8.44,28.4,15.6,0.145,1.22,7,0.155,0.767,0.4835,0.7596,1
RD-GHY-NAG-10,345.0,18.29188661521823,1515.5489568092844,87.8,423.21,14.9,1.0,0.81,6,0.562,0.9672,0.8822,1.0,1
RD-GHY-GTK-12,540.0,20.60877099381005,1659.790208814323,31.23,145.3,10.7,0.784,0.38,10,0.372,0.9203,0.8862,0.9646,1
RD-GHY-NAG-10,345.0,15.142450988271776,1464.836767720373,86.38,354.79,31.2,1.0,1.13,8,0.526,0.9368,0.823,0.9639,1
RD-SHL-SIL-08,215.0,22.679170110635848,1486.3277567277544,17.9,47.09,18.6,0.457,0.49,6,0.285,0.8756,0.8327,0.9187,1
RD-GHY-GTK-12,540.0,20.83959769278362,1699.8441470039463,3.53,10.78,25.5,0.336,0.15,9,0.326,0.8415,0.9123,0.9506,1
RD-GHY-NAG-10,345.0,22.39338753671329,1451.176410077445,171.4,696.25,27.3,1.0,1.09,7,0.926,0.9638,0.9674,1.0,1
RD-SELA-TWG-06,78.0,27.087242162510577,3176.2249882861124,211.56,805.2,27.5,1.0,1.78,9,1.0,1.0,1.0,1.0,1
RD-GHY-ITA-09,320.0,9.663302556008173,437.1773695469846,114.26,328.41,30.2,1.0,1.19,2,0.651,0.9013,0.9552,0.9691,1
RD-GHY-GTK-12,540.0,19.853573296223832,1604.1033164249213,176.0,767.88,17.2,1.0,0.22,7,1.0,1.0,0.9885,1.0,1
RD-GHY-ITA-09,320.0,8.858222930074048,428.2316378928306,26.56,96.37,13.6,0.371,0.8,3,0.278,0.6391,0.7773,0.7632,1
RD-GHY-ITA-09,320.0,8.104930264171767,382.4306114531533,143.99,497.87,8.1,1.0,1.12,4,0.795,0.9585,0.9698,0.9918,1
RD-GHY-ITA-09,320.0,6.8440632366075045,236.37741414512033,16.48,51.17,18.4,0.221,1.04,5,0.206,0.5429,0.6851,0.6661,1
RD-GHY-ITA-09,320.0,6.345352506345149,375.62764933491377,40.47,131.78,31.8,0.489,0.83,3,0.339,0.6254,0.8086,0.7911,1
RD-TEZ-ITA-11,155.0,6.2339183210564215,310.59075092157474,91.17,355.06,19.7,1.0,1.89,3,0.509,0.867,0.8922,0.8964,1
RD-BMD-DRG-04,42.0,16.71936874528481,2120.820261226103,89.81,283.35,33.8,0.994,1.21,4,0.536,0.9428,0.768,0.948,1
RD-TEZ-BHK-02,54.0,17.063742577274457,196.89487560396032,207.21,975.87,9.1,1.0,0.05,4,1.0,1.0,1.0,1.0,1
RD-GHY-NAG-10,345.0,17.859925371126025,1485.869422904361,100.99,411.11,5.4,1.0,0.63,7,0.648,0.9434,0.9371,0.9865,1
RD-GHY-TEZ-01,178.0,6.112287665007859,123.02516179168089,24.81,109.61,24.8,0.415,0.6,1,0.297,0.4203,0.9032,0.8367,1
RD-SELA-TWG-06,78.0,24.28570531840684,3212.8526382948617,232.22,593.05,30.6,1.0,1.93,6,1.0,1.0,0.9804,1.0,1
RD-BHK-BMD-03,96.0,29.148973819808084,2505.953681096386,58.69,197.1,13.8,0.957,0.05,7,0.638,0.9711,0.9941,1.0,1
RD-TEZ-ITA-11,155.0,3.7135718191871288,276.3920508143555,161.24,714.43,25.3,1.0,1.33,3,0.862,0.9242,1.0,1.0,1
RD-GHY-ITA-09,320.0,1.0,443.46269155340417,117.81,544.74,9.3,1.0,1.06,3,0.678,0.8781,1.0,1.0,1
RD-GHY-TEZ-01,178.0,6.418983272862086,52.92575038231984,216.29,1016.21,30.9,1.0,0.47,1,1.0,0.9168,0.9485,0.9486,1
RD-TEZ-BHK-02,54.0,19.27215141813502,261.37388147538877,108.8,390.9,8.2,1.0,0.49,5,0.709,0.9054,0.9768,0.998,1
RD-SELA-TWG-06,78.0,26.158740429020327,3204.4061907928494,62.07,214.99,4.1,0.767,1.71,7,0.38,0.9217,0.6478,0.935,1
RD-BHK-BMD-03,96.0,27.255490713539068,2423.4621933597314,4.57,12.14,5.6,0.34,0.33,7,0.261,0.837,0.7521,0.8638,1
RD-TEZ-ITA-11,155.0,8.654502017575762,358.72340943982664,198.55,511.56,21.7,1.0,1.13,2,1.0,0.9408,0.9993,1.0,1
RD-DRG-SELA-05,62.0,25.67725400673808,4300.763332864606,134.16,561.36,5.5,1.0,2.51,9,0.693,0.9489,0.8245,0.9959,1
RD-GHY-ITA-09,320.0,4.391596897371753,389.00004160320117,0.71,3.05,22.3,0.06,0.82,3,0.155,0.4373,0.6574,0.6299,0
RD-DRG-SELA-05,62.0,31.906490605159195,4135.537477685011,34.4,153.42,15.0,0.561,2.67,8,0.224,0.9149,0.5011,0.9185,1
RD-SHL-SIL-08,215.0,22.65409573955001,1419.5895101445547,130.69,423.15,30.1,1.0,0.05,6,0.974,0.9276,1.0,1.0,1
RD-SHL-SIL-08,215.0,22.55213530751072,1357.6478257377003,61.86,185.62,14.8,0.919,0.49,8,0.491,0.9419,0.8955,0.9922,1
RD-GHY-ITA-09,320.0,12.210375430310883,320.47346847271916,5.84,17.41,31.7,0.108,1.29,3,0.139,0.5512,0.5715,0.561,0
RD-SELA-TWG-06,78.0,22.51355483185648,3185.1558207132034,260.78,955.53,28.3,1.0,1.87,6,1.0,1.0,1.0,1.0,1
RD-GHY-ITA-09,320.0,1.0,374.471310492939,195.42,531.47,18.6,1.0,0.97,4,1.0,0.9883,0.989,1.0,1
RD-TEZ-BHK-02,54.0,11.3599322394804,152.89943047606474,43.73,203.54,10.2,0.978,0.05,4,0.568,0.839,0.9704,0.9819,1
RD-GHY-TEZ-01,178.0,5.1010855707854255,101.84115723526543,276.2,1024.39,33.0,1.0,0.57,2,1.0,0.9654,1.0,1.0,1
RD-BMD-DRG-04,42.0,17.407946034264178,2083.1054767026944,112.95,400.55,7.3,1.0,0.87,6,0.673,0.9638,0.9147,0.9895,1
RD-BMD-DRG-04,42.0,20.26588695014697,2084.35100232886,40.3,133.14,10.3,0.494,1.16,5,0.308,0.8098,0.6778,0.8087,1
RD-GHY-NAG-10,345.0,21.538503642553458,1521.4191230570193,119.42,579.33,6.9,1.0,0.87,6,0.703,0.967,0.9092,1.0,1
RD-GHY-NAG-10,345.0,19.439191123124992,1553.737896423779,15.47,50.99,12.2,0.22,0.74,6,0.234,0.8243,0.6463,0.8326,1
RD-BHK-BMD-03,96.0,24.406575082551598,2435.316128922477,2.89,11.82,19.3,0.339,0.16,7,0.315,0.8684,0.8844,0.925,1
RD-GHY-SHL-07,98.0,15.762168872718838,1501.6700813709256,222.86,611.65,19.9,1.0,2.75,4,1.0,0.987,0.9795,1.0,1
RD-DRG-SELA-05,62.0,32.5140656965658,4200.4805742851595,76.28,324.45,32.3,1.0,3.14,7,0.411,1.0,0.7012,1.0,1
RD-TEZ-ITA-11,155.0,6.977179543793423,280.13219940896914,104.62,379.89,6.7,1.0,1.55,3,0.586,0.8305,0.9061,0.9051,1
RD-GHY-SHL-07,98.0,8.616890424000598,1572.6112591208584,9.43,39.7,18.3,0.182,3.23,2,0.098,0.433,0.3252,0.4072,0
RD-DRG-SELA-05,62.0,36.17465855238458,4163.019244729742,32.54,100.67,29.5,0.386,2.44,9,0.22,0.9531,0.4497,0.9465,1
RD-GHY-GTK-12,540.0,24.47315675138808,1696.6508369719763,119.62,467.06,24.3,1.0,0.22,9,0.835,0.9842,1.0,1.0,1
RD-BMD-DRG-04,42.0,17.64153443180862,2067.6775170466703,206.38,760.15,20.0,1.0,1.04,6,1.0,1.0,0.9179,1.0,1
RD-GHY-GTK-12,540.0,24.483336431627635,1697.1322204249504,111.2,545.43,13.8,1.0,0.14,9,0.831,0.989,0.9584,1.0,1
RD-TEZ-ITA-11,155.0,4.254320553072909,286.26688534104795,76.29,354.47,9.1,1.0,1.76,3,0.445,0.8025,0.8793,0.8752,1
RD-BMD-DRG-04,42.0,17.418819049975234,2064.984191498012,9.41,26.13,32.0,0.137,0.97,6,0.18,0.6857,0.5626,0.6787,1
RD-GHY-NAG-10,345.0,18.033624715153024,1440.3266382077873,20.39,71.99,13.0,0.29,0.94,10,0.234,0.7992,0.6383,0.8078,1
RD-GHY-ITA-09,320.0,9.217134185875576,306.19462365420867,15.47,63.89,25.4,0.263,1.59,3,0.168,0.5814,0.5902,0.5812,0
RD-GHY-SHL-07,98.0,14.865361906305662,1421.7956934121555,7.07,18.69,22.4,0.112,2.87,4,0.092,0.5905,0.3488,0.5508,0
RD-SELA-TWG-06,78.0,28.40211912511252,3218.293445505171,123.54,537.31,20.4,1.0,1.63,7,0.67,1.0,0.8174,1.0,1
RD-GHY-SHL-07,98.0,10.223705650780749,1565.2302925264948,63.43,208.65,23.3,0.745,3.19,3,0.35,0.7878,0.6402,0.7633,1
RD-GHY-NAG-10,345.0,17.078022662257077,1540.733105877269,109.08,461.45,9.3,1.0,0.63,8,0.686,0.952,0.9587,1.0,1
RD-DRG-SELA-05,62.0,35.874205936454935,4138.571769350107,113.84,529.74,4.4,1.0,2.83,9,0.591,0.9792,0.7729,1.0,1
RD-TEZ-BHK-02,54.0,6.637287533275202,252.96288553278382,101.28,327.39,21.1,1.0,0.2,4,0.757,0.9559,1.0,1.0,1
RD-GHY-SHL-07,98.0,15.528438331880178,1591.6115819459224,66.52,221.71,27.7,0.789,3.11,4,0.366,0.8138,0.6557,0.7898,1
RD-TEZ-ITA-11,155.0,3.0457282687984244,301.0361944640392,109.03,325.08,7.9,1.0,1.39,3,0.615,0.8464,0.9137,0.9146,1
RD-SELA-TWG-06,78.0,21.866112287035293,3165.7877595858204,54.84,180.09,15.5,0.65,1.97,7,0.337,0.903,0.5858,0.9089,1
RD-BHK-BMD-03,96.0,21.994301113417578,2404.8994619739087,21.8,99.24,14.6,0.631,0.22,7,0.379,0.8368,0.9104,0.9461,1
RD-BMD-DRG-04,42.0,16.83171410140322,2056.089911077718,18.88,77.93,21.6,0.31,1.12,4,0.211,0.7554,0.5266,0.7397,1
RD-TEZ-BHK-02,54.0,13.07931022639245,187.86403389512932,12.0,54.13,13.3,0.48,0.18,4,0.352,0.706,0.9079,0.9028,1
RD-BMD-DRG-04,42.0,15.344838068774205,2110.8344226451172,19.22,71.91,26.3,0.29,0.98,5,0.225,0.7648,0.5607,0.7524,1
RD-TEZ-BHK-02,54.0,13.14291644058083,288.98862699822456,21.9,73.0,28.7,0.543,0.39,4,0.327,0.723,0.9011,0.8986,1
RD-TEZ-BHK-02,54.0,11.622882632931029,176.8455494558417,118.19,579.76,10.5,1.0,0.59,4,0.736,0.9082,0.9577,0.9795,1
RD-GHY-GTK-12,540.0,18.81335506348834,1669.558729728639,48.47,205.71,27.8,0.736,0.57,7,0.414,0.8916,0.8917,0.9372,1
RD-GHY-NAG-10,345.0,14.296198086605589,1517.946755373468,68.5,337.92,10.3,1.0,0.79,6,0.475,0.96,0.903,0.998,1
RD-SHL-SIL-08,215.0,16.135212293527378,1433.0639665055924,166.7,771.37,12.2,1.0,0.57,7,0.964,0.9852,0.9568,1.0,1
RD-SELA-TWG-06,78.0,27.365676275925104,3225.2327293452463,49.03,227.39,14.0,0.808,1.55,6,0.326,0.9342,0.5876,0.9384,1
RD-DRG-SELA-05,62.0,30.17112043173982,4111.533078634601,72.69,263.75,15.3,0.929,2.77,9,0.4,0.9608,0.6676,0.9849,1
RD-GHY-NAG-10,345.0,15.117683289723873,1495.4309222090496,174.16,685.96,21.4,1.0,0.8,7,0.966,0.9811,0.9568,1.0,1
RD-GHY-TEZ-01,178.0,1.0,159.03902784852,198.76,902.73,9.9,1.0,0.97,2,1.0,0.9125,0.9696,0.9688,1
RD-GHY-SHL-07,98.0,14.815460434860476,1583.8390898183716,154.28,537.87,13.2,1.0,2.91,3,0.779,0.9319,0.8955,0.9353,1
RD-GHY-GTK-12,540.0,19.00175672681513,1628.2978509822406,5.97,22.35,28.5,0.374,0.36,7,0.262,0.8252,0.8754,0.9125,1
RD-GHY-ITA-09,320.0,8.64729943200113,309.264112375119,57.53,251.13,6.2,0.887,1.09,3,0.395,0.7918,0.8305,0.8325,1
RD-GHY-SHL-07,98.0,17.588245029021053,1492.924977049505,97.79,418.07,4.1,1.0,3.14,4,0.511,0.9247,0.7642,0.91,1
RD-BHK-BMD-03,96.0,31.704657739398478,2420.1897851298136,108.25,527.12,30.9,1.0,0.28,8,0.762,1.0,0.9927,1.0,1
RD-TEZ-ITA-11,155.0,11.88726503031511,314.8009975611649,0.93,3.33,29.7,0.061,1.4,1,0.11,0.4137,0.5749,0.5463,0
RD-BHK-BMD-03,96.0,26.630711821855567,2436.7045361691485,14.64,70.22,21.2,0.284,0.51,7,0.265,0.8449,0.6739,0.8616,1
RD-BHK-BMD-03,96.0,33.040557334666005,2389.064769049424,64.56,290.89,33.3,1.0,0.6,6,0.482,1.0,0.8332,1.0,1
RD-GHY-GTK-12,540.0,21.439494849299972,1570.071473235209,76.38,367.22,18.7,1.0,0.17,8,0.654,0.9949,1.0,1.0,1
RD-GHY-GTK-12,540.0,20.836605143621142,1633.2056524552834,10.02,49.66,29.4,0.466,0.47,7,0.253,0.8459,0.793,0.8796,1
RD-SELA-TWG-06,78.0,20.663597362513283,3184.395096910967,6.15,29.02,7.3,0.147,2.03,7,0.108,0.7885,0.3549,0.7742,1
RD-BMD-DRG-04,42.0,15.181368026837996,2127.042922202697,16.14,56.42,22.9,0.238,1.19,5,0.194,0.6948,0.4323,0.6736,1
RD-GHY-SHL-07,98.0,11.521944636791739,1544.961268824044,19.67,79.24,11.9,0.314,2.68,2,0.155,0.5873,0.4158,0.5538,0
RD-BHK-BMD-03,96.0,20.91171952180391,2479.455877179306,45.49,167.11,21.0,0.607,0.6,7,0.395,0.8697,0.8291,0.9054,1
RD-SELA-TWG-06,78.0,21.570173749730095,3191.1886929961292,12.37,46.66,11.6,0.206,1.66,7,0.15,0.8293,0.4457,0.8223,1
RD-GHY-ITA-09,320.0,13.879304287964926,448.0283969111865,24.78,122.13,30.5,0.457,1.18,4,0.235,0.6824,0.6302,0.6726,1
RD-GHY-SHL-07,98.0,17.050201786317405,1603.5157713493284,7.32,32.21,32.8,0.157,3.24,3,0.088,0.5261,0.3147,0.49,0
RD-GHY-GTK-12,540.0,17.34730022223186,1677.8222239858499,53.04,195.01,11.7,0.95,0.05,8,0.611,0.9377,1.0,1.0,1
RD-BMD-DRG-04,42.0,14.922772776339173,2076.034653573185,37.72,131.98,6.1,0.49,1.16,4,0.297,0.7611,0.5529,0.748,1
RD-TEZ-BHK-02,54.0,17.761756822071796,228.18070652408127,26.07,112.46,31.0,0.675,0.13,3,0.441,0.7559,0.9925,0.9911,1
RD-GHY-SHL-07,98.0,15.324664051403406,1502.6593417182912,76.96,255.2,11.0,0.901,2.8,2,0.42,0.8317,0.6654,0.808,1
RD-TEZ-BHK-02,54.0,14.448778080516902,247.36149381906802,0.29,0.75,25.0,0.303,0.05,3,0.365,0.5453,0.9984,0.9653,1
RD-TEZ-BHK-02,54.0,10.276659099511992,281.8969981473388,9.38,41.57,25.2,0.439,0.42,5,0.262,0.6204,0.8351,0.8226,1
RD-TEZ-BHK-02,54.0,16.636326559566662,224.6889539121715,117.23,297.14,30.7,1.0,0.05,5,0.911,0.9253,1.0,1.0,1
RD-GHY-TEZ-01,178.0,6.987214303332177,144.0366055995893,60.41,298.64,11.9,1.0,0.62,1,0.461,0.6929,0.9444,0.9129,1
RD-DRG-SELA-05,62.0,33.24881313451629,4159.792877096824,20.03,86.95,31.7,0.34,2.64,7,0.157,0.9166,0.3892,0.9046,1
RD-SHL-SIL-08,215.0,20.420901570852717,1432.0775764248465,61.61,216.96,30.5,0.773,0.77,9,0.446,0.9304,0.8965,0.981,1
RD-GHY-TEZ-01,178.0,1.0,68.56574739288713,34.04,101.48,11.9,0.388,0.79,1,0.314,0.4027,0.8779,0.8112,1
RD-GHY-SHL-07,98.0,13.70276681500501,1542.6042144177266,5.55,26.63,10.0,0.139,2.87,2,0.085,0.4684,0.3325,0.4395,0
RD-GHY-GTK-12,540.0,22.672619994019836,1688.2676208143923,86.75,293.72,14.9,1.0,0.22,9,0.682,0.9713,0.9413,1.0,1
RD-SHL-SIL-08,215.0,19.060807001070785,1433.2274809970718,50.84,143.18,20.7,0.527,0.66,7,0.409,0.8653,0.8139,0.9061,1
RD-TEZ-ITA-11,155.0,1.0,356.07665475174525,1.19,5.39,24.7,0.068,1.44,3,0.109,0.3571,0.5778,0.5441,0
RD-GHY-GTK-12,540.0,23.768322356073103,1618.4420302403967,152.13,749.39,4.9,1.0,0.25,7,0.976,0.9556,0.9931,1.0,1
RD-GHY-TEZ-01,178.0,7.992066027892695,120.65701995394787,26.13,86.24,12.1,0.337,0.73,1,0.284,0.3779,0.8703,0.8011,1
RD-GHY-GTK-12,540.0,22.03037722051387,1611.6112858519507,109.77,411.83,7.2,1.0,0.51,8,0.709,1.0,0.9467,1.0,1
RD-GHY-SHL-07,98.0,16.406395783317926,1586.0385218828212,35.48,116.75,7.7,0.439,2.9,7,0.224,0.7312,0.4736,0.6915,1
RD-GHY-GTK-12,540.0,19.045242627635357,1617.5541363600162,2.88,12.88,15.2,0.093,0.6,7,0.195,0.7089,0.7682,0.7946,1
RD-GHY-GTK-12,540.0,21.498939235780767,1613.1465715367374,15.01,61.89,23.8,0.506,0.22,10,0.349,0.9,0.9404,0.9863,1
RD-GHY-ITA-09,320.0,10.43102397157612,350.840035367007,17.69,68.25,12.0,0.277,0.71,2,0.248,0.5167,0.7267,0.702,1
RD-GHY-TEZ-01,178.0,6.435266760341655,34.88684408855852,9.52,35.33,29.2,0.168,0.68,2,0.214,0.3647,0.8132,0.7477,1
RD-BHK-BMD-03,96.0,27.86007918341418,2463.3130858209965,76.56,238.77,28.2,1.0,0.13,7,0.677,0.9689,0.9562,1.0,1
RD-GHY-ITA-09,320.0,12.424931693381588,301.13398274416306,6.62,28.6,21.7,0.145,1.14,3,0.153,0.5269,0.6691,0.6497,0
RD-BHK-BMD-03,96.0,23.538902903125646,2351.7479613264504,96.58,263.89,17.5,1.0,0.22,7,0.729,0.9607,1.0,1.0,1
RD-BHK-BMD-03,96.0,29.60856896524744,2422.4623409473625,14.27,42.93,23.0,0.443,0.32,7,0.31,0.865,0.7928,0.8961,1
RD-GHY-TEZ-01,178.0,5.274608359373907,122.06533662316812,12.72,44.75,19.7,0.199,0.87,1,0.205,0.401,0.7674,0.7104,1
RD-GHY-SHL-07,98.0,13.068824135664679,1568.652981084586,147.72,444.18,30.3,1.0,3.14,3,0.744,0.8689,0.8902,0.8906,1
RD-TEZ-BHK-02,54.0,13.026707793076016,176.02163512729794,22.31,70.41,6.5,0.535,0.17,3,0.401,0.7239,0.9627,0.9578,1
RD-TEZ-ITA-11,155.0,5.264547865415293,307.489018532687,133.9,462.77,16.2,1.0,1.51,4,0.724,0.8629,0.9506,0.9531,1
RD-GHY-ITA-09,320.0,9.448031232059432,291.9562308232726,8.63,41.95,18.1,0.19,0.98,2,0.176,0.4809,0.6653,0.6415,0
RD-TEZ-BHK-02,54.0,14.717807697810592,215.20013597076698,18.58,57.44,24.9,0.491,0.1,6,0.422,0.7738,1.0,1.0,1
RD-SHL-SIL-08,215.0,21.111887386219333,1361.015246435985,12.15,40.54,8.8,0.435,0.46,7,0.265,0.8382,0.795,0.8774,1
RD-BMD-DRG-04,42.0,18.140478406201773,2078.8091852487537,189.62,633.16,11.1,1.0,0.98,5,1.0,0.9816,0.9854,1.0,1
RD-TEZ-ITA-11,155.0,2.5578592754392613,360.97834873609196,23.2,99.98,19.3,0.383,0.99,2,0.242,0.4856,0.7169,0.6836,1
RD-BMD-DRG-04,42.0,16.10011950675899,1951.7022120927932,19.19,68.3,5.4,0.278,1.3,7,0.201,0.7647,0.4947,0.7447,1
RD-TEZ-ITA-11,155.0,3.7885503196916885,323.3233542168072,1.07,5.13,32.8,0.067,1.33,2,0.114,0.3178,0.5782,0.541,0
RD-GHY-TEZ-01,178.0,1.0,140.3574658832839,6.98,27.52,4.6,0.142,0.87,1,0.179,0.3353,0.7157,0.6563,1
RD-GHY-NAG-10,345.0,15.244754671650378,1472.1689868429842,72.46,187.15,20.0,0.674,0.66,6,0.511,0.9101,0.8479,0.9413,1
RD-GHY-TEZ-01,178.0,8.270513133067036,67.05353388502834,54.49,265.91,22.7,1.0,0.34,0,0.493,0.696,0.9665,0.9344,1
RD-GHY-NAG-10,345.0,22.342472746379805,1483.9678857531335,116.16,523.27,16.6,1.0,1.23,6,0.658,1.0,0.9012,1.0,1
RD-DRG-SELA-05,62.0,34.26382507434595,4209.778834914349,67.69,266.53,15.4,0.938,2.76,8,0.377,1.0,0.6162,1.0,1
RD-GHY-TEZ-01,178.0,7.1357092326790434,138.1075819093993,64.2,294.98,27.1,1.0,0.71,1,0.465,0.7511,0.9165,0.8943,1
RD-GHY-GTK-12,540.0,15.528120645122684,1613.1620306611694,187.17,696.9,32.1,1.0,0.47,8,1.0,0.9787,1.0,1.0,1
RD-SELA-TWG-06,78.0,24.057403114882334,3168.1969548725647,117.51,330.4,21.3,1.0,1.77,8,0.636,0.9665,0.7729,0.9956,1
RD-GHY-SHL-07,98.0,13.726861505018142,1556.6473134227758,0.58,2.61,14.0,0.059,3.18,3,0.057,0.4734,0.2971,0.4415,0
RD-TEZ-BHK-02,54.0,7.860313449499845,298.6923890174591,21.44,56.92,20.0,0.49,0.37,6,0.331,0.6717,0.8688,0.861,1
RD-BHK-BMD-03,96.0,31.03909611331238,2482.89203995235,5.01,21.45,19.9,0.372,0.26,7,0.286,0.828,0.7963,0.8607,1
RD-SHL-SIL-08,215.0,25.006167053705134,1361.6655723384692,217.1,800.75,10.5,1.0,0.7,6,1.0,0.9631,1.0,1.0,1
RD-TEZ-ITA-11,155.0,1.0,314.3718300064755,32.11,113.82,14.0,0.429,1.48,1,0.251,0.474,0.6898,0.6574,1
RD-SHL-SIL-08,215.0,25.862306730171078,1429.8008665222258,10.61,36.05,10.6,0.42,0.15,8,0.358,0.8644,0.8926,0.9395,1
